"HolderAddress","Balance","PendingBalanceUpdate"
"0xf793859ec763477ee2f282186ebb2fb2e6a71bba","66.418535713300008401","No"
"0x84197fa35061a353fdfab8ee125bee39668c056b","62.000011350501784757","No"
"0x05745ca3ac6ffcb336fcf57e270e67a5ecf06175","20.141427248482865606","No"
"0xfacbeb3a6422116bbcc9f91f877fc2365076e38e","10.070713624241432803","No"
"0xbc64827ddfd207be92435ac1c378f68571dd798c","5.393389736026725231","No"
"0x1858c0c5c0a5e18232b22ced0095b7e3dd8a7edc","5.337478220847959385","No"
"0x80b26ea44bab3d39516094b479b9565d9e80d4c6","4.642621430869644734","No"
"0x423bf3038eaee9cb3880dddc44b8aaa543aa5b4a","4.033122478796124406","No"
"0x7701ea24ff3f7f2d27a490fd56be79f934a513dc","2.678813599383998043","No"
"0xf70feaa153a0ffc391525c1226d6e0f00edf9974","1.812731750029264781","No"
"0x8e69f1e96658d5820fcd56584f169b6a274c3330","1.331642059141715625","No"
"0xf2acbabd7283918295c2abcf23287bef1b94c5ae","1.20557548422613326","No"
"0xf7aef5fc0f5d6b030c417d6a44fcc23497cd3e0a","1.007071582811105999","No"
"0x3fdb50f723ceb370470d314ed05c22d7359be529","0.991633516463251489","No"
"0xab545c8eb7aebeb4f73b68503245e7050b7b8c19","0.654181807949759027","No"
"0xb389efe19da39ded65657736e4ed298017d9238c","0.542789435534045324","No"
"0x40f61a408d6f05e74c454df0542754ed2232f48c","0.498862757887367732","No"
"0xf4bec3e032590347fc36ad40152c7155f8361d39","0.471471912356971571","No"
"0xd1ecdfc524ddbb8d32ad62f4a2f5554cb92afec5","0.398989051980208041","No"
"0x67364e192dc953aa4c298e334f519aa8d85b114f","0.388150927796420049","No"
"0xa8735830c77d9cf4bd9a3acc75db41ee045bfd14","0.244751958447265749","No"
"0xc0496fe72226e6463a30cf0e0f0b5be525262b4e","0.216212015732624148","No"
"0x29920a39e695b45f693139382e90ead7ad9cae18","0.149042579233633669","No"
"0x417575a099bf120a31356e99cb41fa32b9c2a92d","0.100707154041492544","No"
"0xd87d8537494e703eb56d852c74726fbadff4b818","0.100383452408896721","No"
"0xcc77f18a2a1fd216c7c225bc4096249bfa8e501c","0.098025279737765847","No"
"0x4afed450a0db5483a7f70bfbcf0b5231a5e5899f","0.055358603047334116","No"
"0x78173cadc97432e09d6d00d7894b4074b83762c3","0.049680859744544556","No"
"0x15bd2c4e267ae8e24d964c1a92cd16bce9583127","0.049581675823162574","No"
"0x549f317c3dc64886c947e345181f70a7cf65f4b6","0.049541629120716903","No"
"0xfbd4c3d8be6b15b7cf428db2838bb44c0054fcd2","0.045606078263275514","No"
"0x91d45c9ac90c240062488364ecec5e6cb46d3f89","0.03985127605227559","No"
"0xeb20d24d42110b586b3bc433e331fe7cc32d1471","0.009999999997027404","No"
"0xae7b63dad95581947d2925a9e62e57ccbb2da046","0.00996808817040466","No"
"0xb232b6791d83fce7a99222c63a525c88c227a53d","0.007025090490940019","No"
"0xb5923cf3bba441f52578944603ac62e773cb9bea","0.004969091952946723","No"
"0x036d6794fdde4b5c4ed216503d0717783df900aa","0.001957462615053209","No"
"0x805ebb94084e01da57c4bc70b6fe414af9148596","0.001481095266330372","No"
